TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-BR-6564-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-7703-11A-01R-2055-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-BR-7717-11A-01R-2055-13	TCGA-BR-7851-11A-01R-2203-13	TCGA-BR-8060-11A-01R-2343-13	TCGA-CG-5720-11A-01R-1602-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-CG-5728-11A-01R-1602-13	TCGA-CG-5730-11A-01R-1602-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-CG-5734-11A-01R-1602-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-FP-7829-11A-01R-2055-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-HU-A4GC-11A-11R-A251-31	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-IN-7806-11A-01R-2055-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-IN-8663-11A-01R-2402-13	TCGA-IP-7968-11A-01R-2203-13
TP53RK|112858	5.4489	4.5656	4.3568	6.924	3.7637	10.5613	5.8952	5.711	4.3963	8.0241	7.3018	8.0682	3.8466	4.0596	4.8377	4.539	5.1108	4.617	3.927	4.6982	5.4982	5.6162	3.6623	3.9307	4.9	5.5357	3.9107	5.4445	4.1562	4.2778	5.8976	3.9701	5.0257
TP53TG1|11257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG3B|729355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TP53TG5|27296	0.5294	0.3373	0.2851	0.2677	0.4676	0.167	0.2909	0.2022	0.3565	0.1874	0.2164	0.4537	0.4989	0.3368	0.6222	0.1694	0.2211	0.2567	0.2601	0.1814	0.3172	0.677	0.3719	0.4598	0.6717	0.6658	0.6775	0.7305	0.3692	0.2809	0.4166	0.0861	0.3258
TP53|7157	15.9359	9.9456	9.4403	12.9112	12.2363	6.9169	11.9249	14.3102	13.038	17.0333	16.0735	13.6866	16.1649	10.2596	13.9814	8.2961	12.6571	9.6186	11.5931	12.5595	8.5131	6.2853	5.7792	10.7812	8.193	7.6066	7.7248	8.5232	7.597	14.24	20.2986	13.3393	16.6373
TP63|8626	0.0852	0.0249	0.0291	0.0285	0.044	0.0058	0.0508	0.0474	0.1375	0.1612	0.043	0.1169	0.0457	0.0208	0.0257	0	0.0951	0.1411	0.0257	0.0736	0.0133	0.0688	0.6933	0.0132	0.1025	0.1082	0.0528	0.1431	0.0714	19.2617	38.4258	31.842	23.3555
TP73|7161	0.2364	0.605	0.5167	0.352	0.3061	0.0396	0.5078	0.4698	0.0805	0.7624	0.274	0.7102	0.3518	0.0805	0.5201	0.3273	0.3772	0.9625	0.4712	0.7128	0.2336	0.0806	0.1047	0.1612	0.0868	0.1701	0.1067	0.1105	0.1037	2.2091	2.221	1.8792	1.3475
TPBG|7162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPCN1|53373	8.6224	8.3293	8.4801	5.9719	10.9881	1.4633	3.9846	4.1977	14.3239	7.1545	6.2532	5.2565	12.7891	7.8866	9.3306	4.02	8.3352	5.9403	10.7385	4.2327	6.9525	11.8486	13.4703	8.6224	9.3042	7.7382	10.8031	10.3156	7.4329	15.0291	18.1497	11.0927	11.9979
TPCN2|219931	3.0085	3.0044	2.6287	2.7884	4.1611	0.4609	1.9779	2.8656	3.9745	2.214	2.5998	2.4298	4.153	2.5571	3.3761	2.1709	3.1543	2.739	3.3899	1.7178	2.9213	4.4345	4.1552	3.5682	3.2757	3.9392	3.7953	4.3418	4.6575	1.3412	1.6789	1.054	1.5225
TPD52L1|7164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPD52L2|7165	30.553	28.8833	25.3026	23.3564	30.4104	25.6082	29.9988	24.096	41.6385	30.2392	35.7483	34.5878	34.9066	24.8988	27.6137	18.4404	28.8118	17.6805	24.6016	17.748	28.9458	56.941	59.6788	35.0037	43.8182	42.4496	40.7045	45.2632	40.471	54.8812	46.1875	48.1539	41.1942
TPD52L3|89882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPD52|7163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPH1|7166	2.559	0.5245	1.2307	2.1175	1.3656	1.2466	0.7554	1.5083	1.5834	1.72	8.1628	1.0597	0.8561	0.8887	1.3779	1.6632	1.0583	0.5117	0.4679	0.4253	0.5316	0.0577	0.0185	1.7431	0.1757	0.0574	0.0611	0.1476	0.0157	0.0266	0.0201	0.1021	0.0944
TPH2|121278	0	0	0.0134	0	0	0	0	0	0.02	0	0	0.0081	0	0.0105	0	0	0	0	0	0	0	0.0036	0.0187	0	0.0143	0	0.0537	0.0259	0.0314	0	0	0	0
TPI1P2|286016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1P3|728402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI1|7167	181.537	129.818	191.1616	103.9511	207.5409	157.5761	164.6909	130.2611	85.4304	128.9731	129.3579	146.7512	193.0579	68.0928	215.3412	181.2488	118.3603	128.3151	314.4665	103.9425	247.354	111.3056	109.9823	259.2427	57.7177	66.3073	84.622	68.6123	58.603	197.4253	172.5042	168.9005	149.9087
TPK1|27010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM1|7168	91.4632	190.6541	57.1338	29.1994	135.6066	63.2538	40.0809	38.8423	416.7786	48.6704	190.3149	190.0463	56.0033	220.4122	45.066	30.3944	179.9674	23.2297	57.2742	24.1455	43.2845	1112.8005	1049.2541	62.3886	1028.8179	1248.9854	850.4198	926.367	872.7495	56.0758	29.7151	36.3884	37.4441
TPM2|7169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPM3|7170	31.1897	23.601	24.6047	28.8554	24.1989	26.8486	28.2934	30.5407	13.9971	27.097	33.8201	30.1926	33.6311	13.8611	25.7452	30.8404	20.7824	21.7933	25.2158	19.9444	27.8081	5.0347	7.592	31.941	3.8858	5.2862	10.2393	6.0912	5.7032	15.2336	19.3553	15.7768	18.7665
TPM4|7171	93.6158	124.1871	79.5608	114.3821	63.7517	102.6383	110.1314	108.6011	113.9482	79.3143	144.5459	93.2693	65.2093	56.492	87.6452	94.849	96.08	65.2078	57.4491	71.4409	101.1674	88.29	91.0133	55.6867	64.6138	79.9227	116.4737	73.4386	88.9063	105.9694	119.8819	115.7719	127.3725
TPMT|7172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPO|7173	0.6341	0.1686	0.1337	0.3488	0.5526	0.0417	0.0437	0.163	0.7541	0.2535	0.7873	0.2084	0.1993	0.5059	0.1034	0.0407	0.251	0.1529	0.1141	0.0771	0.1537	0.3923	1.8435	0.0589	1.2418	1.0357	0.376	1.2096	0.6447	0.173	0.0854	0.0272	0.4333
TPP1|1200	63.1619	55.6197	60.1659	52.1851	63.1059	20.1493	36.0257	41.3294	57.7817	48.4883	53.7403	44.3884	85.8145	54.3846	59.5878	43.6899	52.1616	50.2	66.4155	42.9735	64.8379	57.1847	65.989	78.1392	65.114	64.9113	65.1018	69.9661	72.1395	32.4425	30.7204	26.0821	40.6532
TPP2|7174	6.5892	5.495	4.6984	7.0384	5.2647	3.0641	4.9741	7.7516	7.1123	7.9026	7.4813	6.4383	8.366	7.4831	4.9177	4.5302	5.6773	4.2687	4.6666	4.3156	3.7631	5.2714	7.0775	4.4945	10.9927	10.0184	7.9152	10.2328	10.3173	5.309	7.3467	6.9903	6.209
TPPP2|122664	0.018	0	0	0.0305	0.1108	0	0.0275	0	0.0479	0.0427	0.0364	0	0.0278	0	0	0	0	0.0343	0.183	0.0234	0	0	0.0252	0	0.006	0.1128	0.0214	0	0.0349	0.0081	0	0	0.0287
TPPP3|51673	15.1891	15.6199	4.5103	4.7561	13.75	22.7821	3.0231	4.9446	26.7006	11.1585	18.4742	8.5136	7.5162	4.7407	6.5418	5.1983	14.1367	4.1086	7.239	7.2029	7.8928	50.4945	92.5894	2.6532	17.614	26.9984	16.5115	21.2092	18.8185	6.8442	50.6855	10.1492	26.8807
TPPP|11076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRA1|131601	10.2469	10.2891	9.4402	9.0588	13.2232	11.0708	12.6256	10.4281	11.84	13.1852	12.1353	10.5478	9.7549	10.0281	11.2555	12.203	12.0412	9.3564	11.1449	9.2826	11.3912	8.4276	10.0903	12.8084	7.1493	8.4812	7.8769	6.6096	6.6069	11.0852	8.5742	9.2714	8.9843
TPRG1L|127262	38.3842	29.9285	43.2275	32.927	38.7551	31.4598	28.2786	30.0151	37.5857	28.0938	35.7897	24.618	39.4804	29.5696	31.4486	22.0427	32.6428	18.5943	36.2756	22.1704	36.5343	43.1591	45.9069	59.7398	32.6754	37.0217	42.9242	35.307	32.529	42.631	39.7383	32.8181	32.7761
TPRG1|285386	0.0887	0.231	0.1176	0.1362	0.148	0.2094	0.2693	0.0908	0.2157	0.2372	0.1341	0.215	0.0759	0.1325	0.0684	0.1135	0.1157	0.1287	0.031	0.163	0.072	0.0685	2.7814	0.0277	0.0532	0.09	0.0892	0.1959	0.1665	17.7661	21.1159	26.8793	11.0557
TPRKB|51002	23.4649	10.0485	12.0368	13.3223	14.8058	49.7986	15.3501	12.9433	11.811	28.0366	15.9521	17.8317	31.6006	13.8675	14.6567	21.8537	11.0741	9.9224	25.9646	14.7456	18.2021	14.0809	12.8775	16.5318	16.109	22.6967	22.9154	16.6106	14.6234	12.1965	21.0947	22.7641	15.6889
TPRN|286262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPRX1|284355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0.0032	0	0.0379	0	0	0	0	0	0
TPRXL|348825	0.035	0.0183	0.0679	0.0056	0.0606	0	0.017	0.0097	0.0244	0.0264	0.032	0.066	0.0595	0.0483	0.0235	0.0214	0.0358	0.0083	0	0	0.0137	0.0203	0.2644	0.0206	0.0198	0.0902	0.1324	0.0415	0.0435	11.9887	8.4297	9.3958	6.2325
TPR|7175	6.8705	6.5113	4.8195	6.7096	6.915	2.7974	3.1989	7.5289	10.8163	7.5876	7.9388	6.1599	8.844	10.0103	5.5856	5.6091	7.4868	5.6754	4.2264	4.7637	3.5118	8.4931	12.6821	4.3821	16.7181	13.5273	10.1525	14.5633	15.0578	7.0722	8.4792	7.5621	6.9482
TPSAB1|7177	96.9526	61.0768	54.525	58.0291	89.9015	75.4427	32.6722	27.9897	58.3059	78.0223	77.1334	81.9622	33.0702	43.9232	54.0748	69.3795	26.3262	61.7872	149.2372	129.0693	74.9488	36.611	12.0816	14.1503	15.9714	12.4444	13.8374	15.744	11.6983	6.0341	6.4749	9.7297	58.9282
TPSB2|64499	44.5309	15.6122	36.0762	46.0875	65.9652	21.0758	11.2974	16.3116	9.9601	18.3324	40.6587	37.1383	10.9134	18.2604	33.6348	18.1316	17.5218	21.4971	31.783	72.2193	20.6587	26.6209	4.1528	6.6269	8.2144	6.7102	6.5701	11.0998	6.1513	5.6298	2.7783	0.2387	5.3719
TPSD1|23430	27.7181	10.6159	0.0921	0.3566	13.5366	10.3523	0.1214	5.4658	0.5084	8.3059	10.1842	9.2626	7.6853	10.2675	18.6362	9.6768	0.099	8.7873	22.6136	36.8089	9.5978	5.0236	1.9066	3.9718	3.5809	1.7568	2.1821	2.4781	0.2615	0.8433	1.2771	0.0371	1.3822
TPSG1|25823	15.4876	1.3049	7.7642	1.1504	13.2311	2.4914	0.4955	0.3678	3.0829	0.4856	1.606	0.7306	14.1298	1.9889	3.4337	0.4539	0.6855	0.4275	28.8423	0.2989	14.7812	2.3841	2.6461	8.3843	4.4846	7.1679	6.9575	5.5508	5.3858	0.2196	0.2052	0.2437	0.229
TPST1|8460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPST2|8459	16.7659	15.9227	24.5774	13.4939	15.6879	11.4888	27.1725	15.8167	9.3709	22.9813	13.2493	18.1096	13.3028	5.8888	20.7797	9.9636	18.2949	19.1337	14.9161	19.315	18.5026	4.4966	6.1391	11.9936	3.6544	4.7248	5.2339	5.92	5.1324	9.5127	13.5131	8.7127	14.2269
TPT1|7178	2152.2339	1207.8169	1584.1618	1298.3853	1293.6168	4984.8904	1803.7812	1060.6369	1254.5432	2818.2863	1474.2716	2533.1591	1669.7636	1119.5932	1583.4221	1803.8054	1194.5439	1267.2074	2303.6346	1430.5988	1978.0083	1492.6059	1147.6277	1484.8793	1108.7333	1654.6764	1573.0325	1277.781	1205.9042	1326.8019	1266.5845	1825.399	1392.8447
TPTE2P1|646405	0.2038	0.0343	0.2911	0.0174	0.2156	0.0627	0.006	0.0086	0.1171	0.0433	0.0206	0.044	0.3782	0.1318	0.099	0	0.0233	0.0059	0.2571	0.0208	0.1794	0.0372	0.0719	0.5703	0.1274	0.2022	0.3003	0.194	0.0686	0.0338	0.0518	0.1044	0.0276
TPTE2P3|220115	0	0.0045	0	0	0.0035	0.0313	0	0	0.1234	0.026	0	0.0218	0	0.0139	0	0	0.0113	0	0	0	0	0.0867	0.0602	0	0.0646	0.092	0.0944	0.0657	0.0401	0	0	0.0552	0.0108
TPTE2|93492	0.0779	0.0608	0.0382	0.0753	0.0315	0.0071	0.1607	0.0949	0.0123	0.1769	0.0553	0.0969	0.0232	0.0385	0.0952	0.0321	0.0199	0.0295	0.0487	0.1228	0.0247	0.0363	0.0119	0.0245	0.0147	0.017	0.0265	0.0263	0.0169	0	0.0031	0.006	0.004
TPTE|7179	0.0078	0.0052	0.0438	0.179	0	0.1552	0.155	0.2488	0.0026	0.1004	0.0076	0.1039	0.0043	0.1448	0.0453	0.1508	0.0195	0.0245	0	0.0362	0.0566	2e-04	0	0.002	0	0.0034	0	0.0035	0	0.0028	0.0014	0.0133	0.0026
TPX2|22974	6.5052	5.5927	4.576	4.8691	4.9055	3.1087	8.0619	10.4132	1.5653	6.0549	8.76	10.9737	15.3924	1.0252	8.3972	7.6007	4.5384	5.2925	4.8319	3.8807	4.4699	0.2079	0.7098	5.2993	0.189	0.1572	0.4976	0.2054	0.217	7.5456	7.743	6.8644	5.5923
TRA2A|29896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRA2B|6434	11.5212	8.5858	8.0348	8.2307	9.3468	10.8667	8.6888	10.0825	16.569	13.5982	11.3997	14.7971	10.8996	11.0095	10.1079	8.8383	7.9846	6.8545	10.1321	6.9893	9.478	9.5817	8.0425	7.3029	10.2041	13.7946	15.2889	11.948	10.9224	9.2849	10.6868	9.7503	8.1464
TRABD|80305	30.0327	28.8208	18.486	23.5117	20.8649	10.8491	39.0505	29.9684	17.9147	37.375	30.087	30.6737	24.428	12.9731	32.8495	15.2565	22.8636	26.2518	24.0271	19.6862	29.5598	7.2448	7.8408	19.0031	5.562	7.123	8.9286	7.5191	6.116	19.9388	23.2594	14.9312	24.3233
TRADD|8717	10.7901	16.5238	12.3998	16.2694	9.4838	15.1342	21.3936	21.505	11.6136	28.2801	22.3044	21.0732	9.6676	8.6349	19.7091	11.469	17.5427	14.5958	7.4169	20.932	12.7898	6.5573	9.8726	11.5735	3.8829	3.7553	7.387	4.7838	3.0884	12.6169	18.3009	10.8385	11.2969
TRAF1|7185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF2|7186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3IP1|26146	2.7457	2.6668	2.6022	3.0432	3.4378	1.6414	1.4899	3.0092	4.2312	2.2572	3.3968	2.0124	3.4227	3.981	2.4104	2.6875	3.4382	2.1643	2.2817	2.439	2.6731	4.625	5.2888	3.332	6.3113	7.7873	7.0282	5.7985	7.0687	2.2122	4.1356	2.5181	3.6047
TRAF3IP2|10758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAF3IP3|80342	3.0322	3.0654	2.7763	2.3623	3.0171	1.661	3.4322	2.4926	1.8344	16.9547	2.3757	10.0549	2.0091	2.0688	3.0608	3.3804	2.2289	6.7618	1.4159	2.7726	0.8487	0.4327	0.2291	0.9737	0.3603	0.5326	0.297	0.3839	0.289	0.3286	2.2848	0.3265	1.052
TRAF3|7187	2.8587	3.6434	3.0877	2.5905	3.4017	0.3962	1.5521	1.479	2.2067	3.8506	1.9305	2.2954	3.4648	1.3952	3.6525	1.838	3.6156	3.2919	3.2776	2.6598	1.7817	3.0303	2.4589	1.9236	3.0044	2.5217	2.1178	3.4575	3.0649	1.8246	3.565	1.3757	2.6134
TRAF4|9618	24.4296	29.579	25.0881	22.2347	24.7499	23.1753	32.3498	23.4093	13.4627	18.6537	23.3748	20.5734	31.2231	9.2455	27.5742	17.8984	22.9157	19.3287	37.7709	18.3977	44.1016	1.7377	1.6076	40.2324	1.2021	1.0162	7.5934	1.5628	1.7996	9.8866	11.4931	7.1899	17.3157
TRAF5|7188	2.4089	2.4813	1.2953	2.3648	2.6997	1.2609	1.8182	2.2976	4.3736	7.883	2.6892	5.3403	2.737	3.9042	2.271	1.1901	2.2975	3.4905	1.0445	2.0675	0.8602	5.9744	7.2869	0.9591	8.3518	5.6604	6.01	7.2967	5.3838	0.7648	1.3272	0.8982	1.9717
TRAF6|7189	2.3124	2.0793	1.777	2.8031	2.4001	1.6965	1.5016	2.1013	2.3148	2.2893	2.2257	1.8818	3.647	2.8004	1.8934	1.9958	2.2249	1.6864	2.2567	1.5946	2.2525	2.0166	2.6923	3.0741	3.3968	3.1175	2.1908	3.2427	2.4766	3.2865	3.6225	3.7648	2.7278
TRAF7|84231	28.8611	30.6106	35.573	29.8689	33.56	12.6098	35.3293	32.5683	29.4651	24.0179	36.7339	22.2358	43.528	20.3643	39.3767	22.7127	40.3172	24.9743	39.45	22.5999	34.0569	27.9067	24.442	49.5211	20.8579	17.3604	26.4337	20.1778	21.5567	35.4311	35.0394	26.3548	44.4233
TRAFD1|10906	7.9544	11.8404	8.9236	8.823	9.7874	5.3188	8.3592	9.6628	8.6303	10.7878	13.0151	10.5884	8.5367	5.4457	9.268	7.2415	11.4275	8.7318	6.8182	5.816	5.783	10.1199	8.8303	7.9633	11.0774	9.6149	6.3355	9.3518	9.3066	12.6917	11.3597	10.4889	10.4935
TRAIP|10293	0.8071	0.8011	0.7251	0.6872	0.7894	0.7395	1.6327	1.1318	0.7013	0.9885	1.1666	1.4433	1.0359	0.3219	1.5273	1.0645	0.9335	0.4931	0.6488	0.5177	0.3502	0.2301	0.3813	0.5144	0.3097	0.393	0.2707	0.4066	0.241	0.8643	0.5676	0.63	0.3912
TRAK1|22906	9.161	13.1231	8.8098	13.3977	9.6292	5.9372	7.2525	11.4116	11.3096	8.7441	13.6047	5.6552	14.004	11.5982	9.8834	10.5005	15.1451	7.8202	7.2945	6.9392	6.2986	9.5534	8.954	14.5849	15.3334	12.2408	8.934	12.1086	10.7721	5.7314	7.1214	6.2163	7.743
TRAK2|66008	6.1203	5.0934	5.978	5.935	7.9285	5.8961	4.2881	5.0798	9.8635	5.265	7.3001	6.3405	10.1011	8.3348	3.8998	3.1409	7.054	2.7162	4.7508	3.3787	3.9644	9.9941	16.6133	6.9096	13.0837	11.2097	7.6864	12.0911	9.9793	6.7813	5.8136	8.7229	5.4938
TRAM1L1|133022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAM1|23471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAM2|9697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRANK1|9881	6.2375	7.6232	9.5594	5.9739	14.3899	0.705	1.9967	3.2908	5.081	4.594	4.3842	3.6166	16.5476	2.6765	8.58	3.7966	7.1424	5.5321	10.1583	4.0981	5.5853	2.5085	2.3216	18.3817	1.9905	1.1994	4.1779	1.9889	1.713	0.7011	1.0976	0.7915	0.7319
TRAP1|10131	28.5231	20.8547	19.485	22.5201	23.7722	18.0308	28.9907	28.8304	26.0437	23.4387	26.6422	25.9455	21.565	19.0174	27.1064	24.9817	25.5601	19.3041	25.4329	18.4281	18.3841	22.5754	20.1694	13.4509	14.8274	16.5546	15.4944	16.5927	15.2788	29.7595	29.1115	18.8889	24.8749
TRAPPC10|7109	6.6586	7.1648	7.1252	6.5752	8.1428	1.9042	4.5457	7.1217	7.2753	6.5695	6.8153	5.3866	11.7455	5.6465	7.7638	4.3309	7.8745	6.4005	6.6373	4.4448	5.5013	5.1671	3.7412	7.7288	7.2332	6.3567	7.1537	6.7892	6.9138	5.6663	8.3113	6.0162	6.8734
TRAPPC1|58485	137.7228	103.2711	93.1962	86.5077	89.7562	141.3795	112.6594	84.2547	72.5626	138.0283	98.1491	157.5167	83.9705	61.8405	143.3224	136.6047	83.8656	129.4437	144.3808	133.4452	184.5433	96.4631	90.5338	99.599	51.3105	71.8841	74.6799	61.743	56.0793	88.0836	80.8748	65.315	78.4809
TRAPPC2L|51693	1.5465	1.8178	1.1034	1.8382	2.52	2.3546	2.3945	1.2863	2.0268	2.7813	1.5122	2.3141	1.0861	1.5496	0.5884	1.8697	1.9188	1.4272	1.1732	1.1109	0.6012	3.1547	2.9247	0.8949	2.8588	2.7468	1.5241	1.9025	2.4729	2.2718	0.9077	0.8125	0.7479
TRAPPC2P1|10597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2|6399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC3|27095	27.0059	22.1778	23.7396	19.0909	24.3298	37.1869	30.8623	26.3007	25.3387	32.5121	28.5682	37.706	27.4672	27.1811	26.3952	23.4486	26.2348	21.0184	25.9006	21.6658	25.7683	35.483	27.9087	35.7403	28.1297	35.4934	33.0629	28.3812	25.7727	22.1797	35.974	32.3039	31.9838
TRAPPC4|51399	16.5178	10.4513	14.3934	9.6556	12.7783	24.5363	10.9462	9.6565	8.9818	15.3709	17.3029	22.8112	20.0825	10.0409	18.6167	10.2686	10.3889	11.0523	25.8691	12.0275	28.1196	11.1526	8.9096	18.5084	10.5853	12.9899	11.2642	10.802	9.6276	9.6315	8.9038	10.6933	11.2613
TRAPPC5|126003	74.695	56.351	40.8298	42.7774	41.9234	129.9914	62.3951	45.7541	36.4056	70.1508	55.0225	61.7903	36.8308	37.2227	67.2323	78.9374	48.9013	70.9752	69.1231	53.7998	74.9353	45.0205	30.8384	56.1644	19.9356	29.6922	31.5498	27.6734	24.0151	44.5599	45.0016	42.1869	41.9297
TRAPPC6A|79090	17.3249	12.1479	13.1459	12.7698	10.9235	35.8865	14.081	12.2934	10.3314	20.9132	15.0875	22.3113	10.1212	10.9096	19.0574	21.8778	16.3267	16.9149	19.7007	24.3566	14.3563	9.1362	5.823	8.9149	6.4588	8.4912	9.9493	6.441	7.0117	12.0363	11.781	9.0941	12.4349
TRAPPC6B|122553	4.3732	4.2548	2.8049	5.0616	3.5058	5.5905	4.577	6.1049	5.7228	6.0985	5.6979	6.149	4.1419	5.3194	3.516	3.2495	3.1304	2.8882	2.5839	2.5975	3.8449	5.8301	8.0559	2.9697	8.3786	10.0458	8.1549	8.9259	8.3261	5.7023	6.7744	9.127	5.3861
TRAPPC9|83696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAT1|50852	2.335	1.7352	1.5651	1.3991	1.7123	2.1615	1.0936	0.8304	1.0213	9.3973	0.6806	4.237	0.5596	0.986	1.0799	2.2184	0.8212	3.9416	0.3411	1.2026	0.5554	0.1388	0.0396	0.246	0	0.1309	0.1254	0.2293	0.0577	0.0043	0.3504	0.0374	0.1831
TRDMT1|1787	0.5116	0.4224	0.4099	0.5563	0.4591	0.4927	0.3838	0.4705	0.6577	0.6275	0.5568	0.6817	0.5215	0.6324	0.3001	0.2758	0.3422	0.3119	0.2798	0.3175	0.2575	0.695	0.7137	0.4995	1.4327	1.0105	0.8561	1.2554	1.2141	0.2602	0.5617	0.4126	0.3208
TRDN|10345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREH|11181	16.7706	1.1599	43.5356	2.8427	22.6448	2.4575	0.5922	0.6748	2.8344	0.4262	2.6293	0.3734	29.4162	0.6039	18.7756	0.2706	0.6246	0.7565	14.9794	1.3575	36.2071	0.0783	0.0224	90.9742	0.0833	0.019	5.5745	0.0945	0.1497	1.1477	0.9742	1.1976	0.5885
TREM1|54210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREM2|54209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML1|340205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML2P1|221438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML2|79865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML3|340206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREML4|285852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRERF1|55809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
